method;run;1%;2%;3%;4%;5%;6%;6%;8%;9%;10%;11%;12%;13%;14%;15%;16%;17%;18%;19%;20%;21%;22%;23%;24%;25%;26%;27%;28%;29%;30%;31%;32%;33%;34%;35%;36%;37%;38%;39%;40%;41%;42%;43%;44%;45%;46%;47%;48%;49%;50%;51%;52%;53%;54%;55%;56%;57%;58%;59%;60%;61%;62%;63%;64%;65%;66%;67%;68%;69%;70%;71%;72%;73%;74%;75%;76%;77%;78%;79%;80%;81%;82%;83%;84%;85%;86%;87%;88%;89%;90%;91%;92%;93%;94%;95%;96%;97%;98%;99%;100%
GRASP;1;4268288.207891627;4255960.500362876;4243632.792834125;4231305.085305374;4218977.377776623;4206649.670247872;4194321.962719121;4181994.25519037;4169666.5476616193;4157338.840132868;4145011.132604117;4132683.425075366;4120355.717546615;4108028.010017864;4095700.302489113;4083372.594960362;4071044.887431611;4058717.17990286;4046389.472374109;4034061.7648453577;4022866.9105849247;4016203.4693977623;4009540.0282106;4002876.5870234375;3996213.145836275;3989549.704649113;3982886.2634619507;3976222.8222747883;3969559.381087626;3962895.9399004634;3956232.498713301;3949569.0575261386;3942905.6163389767;3936242.1751518142;3929578.733964652;3922915.2927774894;3916251.851590327;3909588.4104031646;3902924.969216002;3896261.5280288397;3880129.0910892636;3849793.160521066;3819457.2299528685;3789121.2993846713;3758785.3688164735;3728449.4382482762;3698113.5076800785;3667777.577111881;3637441.6465436835;3607105.715975486;3576769.7854072885;3546433.854839091;3516097.9242708934;3485761.993702696;3455426.0631344984;3425090.132566301;3394754.2019981034;3364418.271429906;3334082.340861709;3303746.410293511;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232;3291612.038066232
GRASP;1;352127.45103984553;327589.3194179806;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974;308945.27160575974
GRASP;2;354918.58105443616;332102.33260864054;332102.33260864054;332102.33260864054;329756.23826548207;328876.45288679766;328876.45288679766;328876.45288679766;328876.45288679766;328876.45288679766;328876.45288679766;328876.45288679766;327405.23290526733;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320784.7429883808;320527.0729465405;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764;317950.37252813764
GRASP;3;352805.93138387636;342999.03976496763;341970.03375062894;338754.3899558206;338754.3899558206;338754.3899558206;338754.3899558206;338754.3899558206;338754.3899558206;338049.02682274906;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330995.3954920339;330797.22709677625;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;330683.9880137718;329820.60537162266;329544.3229261349;329544.3229261349;329544.3229261349;329544.3229261349;329544.3229261349;329544.3229261349;329145.1146704533;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;328885.62930426025;311302.79144580505;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776;310168.414809776
GRASP;4;341328.9947030049;341328.9947030049;340982.13800988946;338712.6260438787;336719.3258948341;336719.3258948341;336719.3258948341;317749.8825453014;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396;316082.23917391396
GRASP;5;343067.4043251684;340279.66917235404;340279.66917235404;340279.66917235404;340279.66917235404;337106.2809801366;336090.796758627;336090.796758627;336090.796758627;336090.796758627;336090.796758627;336090.796758627;336090.796758627;328326.40871320444;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;328083.771586785;326813.0409961792;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885;326086.90923011885
GRASP;6;337845.7983082387;337845.7983082387;337845.7983082387;337845.7983082387;337845.7983082387;337845.7983082387;337845.7983082387;337845.7983082387;336365.01232937607;334588.06915474095;334588.06915474095;334588.06915474095;334588.06915474095;334588.06915474095;334588.06915474095;334588.06915474095;334588.06915474095;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;332626.9836656602;331099.86883784004;326566.971186589;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;326014.2614541122;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096;323422.53613751096
GRASP;7;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;330504.5133924746;328656.2700551765;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327732.1483865275;327640.0937333654;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;326719.54720174446;325240.39360138937;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493;323848.2490363493
GRASP;8;351411.3103571891;346560.43568111095;345691.7726110383;330826.1934360942;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265;321996.39769081265
