iteration;totalMonetaryCost;totalPathCost;totalTimeCost;totalWeatherExtraTime;totalWeatherSafetyRiskKm;totalWeatherCost;totalShopCost;totalDepotCost;totalResourceCost;totalIncome;forgottenTaskCost;weight;time;unassigned_tasks;total_tasks;destroy;repair
10;21340.296;521.615;3581.717;65.792;230.374;1940.965;0.0;3184.0;15296.0;32756.906;6058.236;-5358.374;33.787;19;128;[1.0, 1.443, 1.3, 1.2, 1.27];[1.443, 1.443, 1.243]
11;21340.296;521.615;3581.717;65.792;230.374;1940.965;0.0;3184.0;15296.0;32756.906;6058.236;-5358.374;29.262;19;128;[1.0, 1.443, 1.47, 1.2, 1.27];[1.443, 1.599, 1.243]
12;21340.296;521.615;3581.717;65.792;230.374;1940.965;0.0;3184.0;15296.0;32756.906;6058.236;-5358.374;12.848;19;128;[1.0, 1.443, 1.47, 1.18, 1.27];[1.443, 1.599, 1.219]
13;21340.296;521.615;3581.717;65.792;230.374;1940.965;0.0;3184.0;15296.0;32756.906;6058.236;-5358.374;33.525;19;128;[1.0, 1.443, 1.423, 1.18, 1.27];[1.443, 1.539, 1.219]
14;21197.606;536.437;3631.122;71.459;239.103;2097.047;0.0;2790.0;14933.0;32756.906;6058.236;-5501.064;42.762;19;128;[1.0, 1.443, 1.681, 1.18, 1.27];[1.443, 1.785, 1.219]
15;21197.606;536.437;3631.122;71.459;239.103;2097.047;0.0;2790.0;14933.0;32756.906;6058.236;-5501.064;20.482;19;128;[1.0, 1.443, 1.681, 1.18, 1.243];[1.443, 1.785, 1.197]
16;21133.186;537.519;3634.731;68.868;237.359;2027.936;0.0;2790.0;14933.0;32756.906;6058.236;-5565.484;12.657;19;128;[1.0, 1.443, 1.681, 1.462, 1.243];[1.699, 1.785, 1.197]
17;20685.844;510.916;3546.053;58.984;222.301;1755.875;0.0;2790.0;14873.0;32756.906;6058.236;-6012.826;76.55;19;128;[1.0, 1.443, 1.681, 1.462, 1.519];[1.699, 2.006, 1.197]
18;20685.844;510.916;3546.053;58.984;222.301;1755.875;0.0;2790.0;14873.0;32756.906;6058.236;-6012.826;17.31;19;128;[1.0, 1.443, 1.613, 1.462, 1.519];[1.699, 2.006, 1.177]
19;20682.457;524.753;3592.178;62.399;230.141;1852.526;0.0;2631.0;14713.0;32756.906;6058.236;-6016.213;75.638;19;128;[1.3, 1.443, 1.613, 1.462, 1.519];[1.699, 2.205, 1.177]
20;20614.189;496.435;3497.784;64.782;221.627;1905.969;0.0;2670.0;14714.0;32756.906;6058.236;-6084.481;48.987;19;128;[1.3, 1.443, 1.852, 1.462, 1.519];[1.929, 2.205, 1.177]
21;20588.467;499.743;3508.81;63.199;222.751;1865.914;0.0;2670.0;14714.0;32756.906;6058.236;-6110.203;43.176;19;128;[1.3, 1.443, 2.067, 1.462, 1.519];[1.929, 2.385, 1.177]
22;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;25.369;19;128;[1.3, 1.443, 2.067, 1.716, 1.519];[2.136, 2.385, 1.177]
23;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;49.322;19;128;[1.27, 1.443, 2.067, 1.716, 1.519];[2.136, 2.247, 1.177]
24;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;15.556;19;128;[1.27, 1.443, 2.067, 1.716, 1.467];[2.136, 2.247, 1.159]
25;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;29.572;19;128;[1.27, 1.443, 1.96, 1.716, 1.467];[2.136, 2.122, 1.159]
26;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;37.505;19;128;[1.27, 1.443, 1.96, 1.716, 1.42];[2.022, 2.122, 1.159]
27;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;8.66;19;128;[1.27, 1.443, 1.864, 1.716, 1.42];[1.92, 2.122, 1.159]
28;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;28.62;19;128;[1.243, 1.443, 1.864, 1.716, 1.42];[1.828, 2.122, 1.159]
29;20372.739;487.602;3468.34;57.262;213.998;1702.797;0.0;2670.0;14714.0;32756.906;6058.236;-6325.931;15.028;19;128;[1.243, 1.443, 1.864, 1.844, 1.42];[1.828, 2.21, 1.159]
30;20343.353;509.378;3540.926;63.498;229.112;1880.05;0.0;2572.0;14413.0;32756.906;6058.236;-6355.317;66.6;19;128;[1.243, 1.699, 1.864, 1.844, 1.42];[2.045, 2.21, 1.159]
31;20109.285;499.778;3508.926;62.497;222.664;1847.582;0.0;2611.0;14253.0;32756.906;6058.236;-6589.385;9.048;19;128;[1.243, 1.929, 1.864, 1.844, 1.42];[2.045, 2.21, 1.443]
32;20109.285;499.778;3508.926;62.497;222.664;1847.582;0.0;2611.0;14253.0;32756.906;6058.236;-6589.385;52.692;19;128;[1.219, 1.929, 1.864, 1.844, 1.42];[1.941, 2.21, 1.443]
33;20077.325;500.052;3509.839;61.243;223.121;1815.434;0.0;2552.0;14252.0;32756.906;6058.236;-6621.345;52.968;19;128;[1.497, 1.929, 1.864, 1.844, 1.42];[2.147, 2.21, 1.443]
34;19992.867;499.73;3508.767;58.196;219.281;1732.37;0.0;2552.0;14252.0;32756.906;6058.236;-6705.803;77.181;19;128;[1.497, 1.929, 1.864, 1.844, 1.678];[2.147, 2.389, 1.443]
35;19978.506;492.934;3486.115;58.874;216.721;1747.457;0.0;2552.0;14252.0;32756.906;6058.236;-6720.164;19.41;19;128;[1.497, 1.929, 1.864, 2.06, 1.678];[2.147, 2.55, 1.443]
36;19896.128;484.232;3457.108;58.874;213.052;1743.788;0.0;2454.0;14211.0;32756.906;6058.236;-6802.542;51.247;19;128;[1.497, 2.136, 1.864, 2.06, 1.678];[2.332, 2.55, 1.443]
37;19896.128;484.232;3457.108;58.874;213.052;1743.788;0.0;2454.0;14211.0;32756.906;6058.236;-6802.542;26.545;19;128;[1.497, 2.136, 1.778, 2.06, 1.678];[2.199, 2.55, 1.443]
38;19896.128;484.232;3457.108;58.874;213.052;1743.788;0.0;2454.0;14211.0;32756.906;6058.236;-6802.542;14.757;19;128;[1.497, 2.022, 1.778, 2.06, 1.678];[2.079, 2.55, 1.443]
39;19896.128;484.232;3457.108;58.874;213.052;1743.788;0.0;2454.0;14211.0;32756.906;6058.236;-6802.542;30.11;19;128;[1.447, 2.022, 1.778, 2.06, 1.678];[2.079, 2.395, 1.443]
40;19886.276;485.618;3461.725;60.576;212.968;1787.933;0.0;2395.0;14151.0;32756.906;6058.236;-6812.394;37.427;19;128;[1.702, 2.022, 1.778, 2.06, 1.678];[2.271, 2.395, 1.443]
41;19736.687;480.671;3445.237;58.047;210.546;1719.779;0.0;2395.0;14091.0;32756.906;6058.236;-6961.983;40.782;19;128;[1.932, 2.022, 1.778, 2.06, 1.678];[2.271, 2.555, 1.443]
42;19489.823;469.058;3406.527;50.763;203.391;1523.238;0.0;2395.0;14091.0;32756.906;6058.236;-7208.847;27.766;19;128;[1.932, 2.022, 2.0, 2.06, 1.678];[2.271, 2.7, 1.443]
43;19489.823;469.058;3406.527;50.763;203.391;1523.238;0.0;2395.0;14091.0;32756.906;6058.236;-7208.847;14.569;19;128;[1.932, 1.92, 2.0, 2.06, 1.678];[2.271, 2.7, 1.399]
44;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;51.394;19;128;[1.932, 1.92, 2.0, 2.06, 1.91];[2.271, 2.83, 1.399]
45;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;22.669;19;128;[1.932, 1.92, 1.9, 2.06, 1.91];[2.271, 2.647, 1.399]
46;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;12.197;19;128;[1.932, 1.92, 1.9, 1.954, 1.91];[2.144, 2.647, 1.399]
47;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;5.572;19;128;[1.932, 1.92, 1.9, 2.059, 1.91];[2.23, 2.647, 1.399]
48;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;39.523;19;128;[1.932, 1.828, 1.9, 2.059, 1.91];[2.23, 2.482, 1.399]
49;19354.722;457.991;3369.638;47.645;197.328;1436.093;0.0;2395.0;14091.0;32756.906;6058.236;-7343.948;8.863;19;128;[1.932, 1.828, 1.9, 2.153, 1.91];[2.23, 2.534, 1.399]
602constructshop:False depot:True weather:True;21912.623;541.215;3661.383;72.226;237.158;2115.025;0.0;3226.0;15595.0;33082.886;5732.256;-5438.007;222.348;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;21818.498;516.032;3577.439;73.143;228.321;2130.028;0.0;3345.0;15595.0;33082.886;5732.256;-5532.132;59.343;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.3]
1;21818.498;516.032;3577.439;73.143;228.321;2130.028;0.0;3345.0;15595.0;33082.886;5732.256;-5532.132;25.962;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.27]
2;21818.498;516.032;3577.439;73.143;228.321;2130.028;0.0;3345.0;15595.0;33082.886;5732.256;-5532.132;20.895;18;128;[1.0, 1.47, 1.0, 1.0, 1.0];[1.0, 1.2, 1.27]
3;21818.498;516.032;3577.439;73.143;228.321;2130.028;0.0;3345.0;15595.0;33082.886;5732.256;-5532.132;172.699;18;128;[1.0, 1.47, 1.0, 1.0, 1.0];[1.0, 1.18, 1.27]
4;21818.498;516.032;3577.439;73.143;228.321;2130.028;0.0;3345.0;15595.0;33082.886;5732.256;-5532.132;165.353;18;128;[1.0, 1.47, 1.0, 1.2, 1.0];[1.2, 1.18, 1.27]
5;21668.064;536.865;3646.885;69.01;235.059;2029.314;0.0;3167.0;15455.0;33082.886;5732.256;-5682.566;254.804;18;128;[1.0, 1.47, 1.0, 1.2, 1.3];[1.48, 1.18, 1.27]
6;21668.064;536.865;3646.885;69.01;235.059;2029.314;0.0;3167.0;15455.0;33082.886;5732.256;-5682.566;44.168;18;128;[1.0, 1.47, 1.0, 1.18, 1.3];[1.432, 1.18, 1.27]
7;21540.853;539.436;3655.454;69.01;236.708;2030.962;0.0;3028.0;15315.0;33082.886;5732.256;-5809.777;42.985;18;128;[1.0, 1.47, 1.3, 1.18, 1.3];[1.689, 1.18, 1.27]
8;21540.853;539.436;3655.454;69.01;236.708;2030.962;0.0;3028.0;15315.0;33082.886;5732.256;-5809.777;122.474;18;128;[1.0, 1.47, 1.3, 1.18, 1.3];[1.689, 1.162, 1.27]
9;21540.853;539.436;3655.454;69.01;236.708;2030.962;0.0;3028.0;15315.0;33082.886;5732.256;-5809.777;18.847;18;128;[1.0, 1.423, 1.3, 1.18, 1.3];[1.689, 1.162, 1.243]
10;21312.636;534.741;3639.805;61.246;230.694;1823.089;0.0;3028.0;15315.0;33082.886;5732.256;-6037.994;27.91;18;128;[1.0, 1.423, 1.57, 1.18, 1.3];[1.92, 1.162, 1.243]
11;21231.498;534.503;3639.011;61.246;230.588;1822.984;0.0;3028.0;15235.0;33082.886;5732.256;-6119.132;37.482;18;128;[1.0, 1.681, 1.57, 1.18, 1.3];[2.128, 1.162, 1.243]
12;20895.92;539.002;3654.007;47.87;225.303;1469.911;0.0;2930.0;15233.0;33082.886;5732.256;-6454.71;8.965;18;128;[1.0, 1.681, 1.57, 1.462, 1.3];[2.128, 1.162, 1.519]
13;20895.92;539.002;3654.007;47.87;225.303;1469.911;0.0;2930.0;15233.0;33082.886;5732.256;-6454.71;25.59;18;128;[1.0, 1.681, 1.57, 1.462, 1.27];[2.128, 1.162, 1.467]
14;20895.92;539.002;3654.007;47.87;225.303;1469.911;0.0;2930.0;15233.0;33082.886;5732.256;-6454.71;15.556;18;128;[1.0, 1.681, 1.57, 1.462, 1.27];[2.128, 1.162, 1.42]
15;20832.392;541.982;3663.941;48.738;226.285;1493.47;0.0;2811.0;15133.0;33082.886;5732.256;-6518.238;14.954;18;128;[1.0, 1.681, 1.813, 1.462, 1.27];[2.128, 1.162, 1.678]
16;20832.392;541.982;3663.941;48.738;226.285;1493.47;0.0;2811.0;15133.0;33082.886;5732.256;-6518.238;34.909;18;128;[1.0, 1.681, 1.813, 1.416, 1.27];[2.128, 1.146, 1.678]
17;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;108.415;18;128;[1.0, 1.913, 1.813, 1.416, 1.27];[2.315, 1.146, 1.678]
18;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;38.622;18;128;[1.0, 2.022, 1.813, 1.416, 1.27];[2.383, 1.146, 1.678]
19;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;86.053;18;128;[1.0, 2.022, 1.813, 1.416, 1.243];[2.245, 1.146, 1.678]
20;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;30.54;18;128;[1.0, 2.022, 1.732, 1.416, 1.243];[2.245, 1.146, 1.61]
21;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;71.031;18;128;[1.0, 2.022, 1.732, 1.416, 1.419];[2.245, 1.331, 1.61]
22;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;24.772;18;128;[1.0, 2.022, 1.732, 1.416, 1.419];[2.245, 1.331, 1.549]
23;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;62.599;18;128;[1.0, 2.022, 1.732, 1.416, 1.377];[2.121, 1.331, 1.549]
24;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;47.708;18;128;[1.0, 2.022, 1.732, 1.574, 1.377];[2.121, 1.498, 1.549]
25;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;46.272;18;128;[1.0, 2.022, 1.732, 1.574, 1.539];[2.209, 1.498, 1.549]
26;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;38.105;18;128;[1.0, 2.022, 1.859, 1.574, 1.539];[2.288, 1.498, 1.549]
27;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;49.967;18;128;[1.0, 2.022, 1.859, 1.574, 1.485];[2.288, 1.448, 1.549]
28;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;24.365;18;128;[1.0, 2.022, 1.859, 1.517, 1.485];[2.159, 1.448, 1.549]
29;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;27.047;18;128;[1.0, 2.12, 1.859, 1.517, 1.485];[2.243, 1.448, 1.549]
30;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;6.712;18;128;[1.0, 2.12, 1.773, 1.517, 1.485];[2.243, 1.448, 1.494]
31;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;34.402;18;128;[1.0, 2.12, 1.696, 1.517, 1.485];[2.119, 1.448, 1.494]
32;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;4.135;18;128;[1.0, 2.008, 1.696, 1.517, 1.485];[2.119, 1.448, 1.445]
33;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;10.68;18;128;[1.0, 2.008, 1.696, 1.517, 1.485];[2.119, 1.448, 1.401]
34;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;34.605;18;128;[1.0, 2.107, 1.696, 1.517, 1.485];[2.119, 1.603, 1.401]
35;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;21.101;18;128;[1.0, 2.107, 1.696, 1.465, 1.485];[2.007, 1.603, 1.401]
36;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;17.204;18;128;[1.0, 2.196, 1.696, 1.465, 1.485];[2.106, 1.603, 1.401]
37;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;78.2;18;128;[1.2, 2.196, 1.696, 1.465, 1.485];[2.195, 1.603, 1.401]
38;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;45.018;18;128;[1.2, 2.276, 1.696, 1.465, 1.485];[2.276, 1.603, 1.401]
39;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;36.325;18;128;[1.2, 2.276, 1.626, 1.465, 1.485];[2.148, 1.603, 1.401]
40;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;69.163;18;128;[1.18, 2.276, 1.626, 1.465, 1.485];[2.033, 1.603, 1.401]
41;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;7.14;18;128;[1.18, 2.276, 1.563, 1.465, 1.485];[1.93, 1.603, 1.401]
42;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;7.251;18;128;[1.162, 2.276, 1.563, 1.465, 1.485];[1.93, 1.603, 1.361]
43;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;53.206;18;128;[1.162, 2.348, 1.563, 1.465, 1.485];[2.037, 1.603, 1.361]
44;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;55.96;18;128;[1.146, 2.348, 1.563, 1.465, 1.485];[1.933, 1.603, 1.361]
45;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;15.172;18;128;[1.146, 2.348, 1.563, 1.465, 1.437];[1.933, 1.603, 1.325]
46;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;18.464;18;128;[1.146, 2.348, 1.563, 1.619, 1.437];[1.933, 1.743, 1.325]
47;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;83.157;18;128;[1.331, 2.348, 1.563, 1.619, 1.437];[2.04, 1.743, 1.325]
48;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;7.04;18;128;[1.331, 2.213, 1.563, 1.619, 1.437];[2.04, 1.743, 1.292]
49;20774.11;541.126;3661.086;51.875;230.161;1578.899;0.0;2811.0;14993.0;33082.886;5732.256;-6576.52;16.014;18;128;[1.331, 2.213, 1.563, 1.619, 1.393];[2.04, 1.743, 1.263]
603constructshop:False depot:True weather:True;21719.464;552.745;3687.818;57.242;235.6;1723.901;0.0;3348.0;15755.0;32823.058;5992.084;-5111.51;239.272;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;21505.564;518.885;3584.283;58.023;220.797;1729.397;0.0;3150.0;15673.0;32936.486;5878.656;-5552.266;223.002;18;128;[1.0, 1.0, 1.3, 1.0, 1.0];[1.3, 1.0, 1.0]
1;21257.742;507.738;3547.127;58.278;216.66;1731.878;0.0;2774.0;15471.0;32936.486;5878.656;-5800.088;157.639;18;128;[1.0, 1.0, 1.57, 1.0, 1.0];[1.57, 1.0, 1.0]
2;21147.159;494.369;3502.563;61.143;210.52;1800.227;0.0;2576.0;15350.0;32936.486;5878.656;-5910.671;116.315;18;128;[1.0, 1.0, 1.57, 1.3, 1.0];[1.813, 1.0, 1.0]
3;21147.159;494.369;3502.563;61.143;210.52;1800.227;0.0;2576.0;15350.0;32936.486;5878.656;-5910.671;19.941;18;128;[1.0, 1.0, 1.57, 1.27, 1.0];[1.813, 1.0, 1.0]
4;21147.159;494.369;3502.563;61.143;210.52;1800.227;0.0;2576.0;15350.0;32936.486;5878.656;-5910.671;32.293;18;128;[1.0, 1.0, 1.57, 1.27, 1.2];[1.813, 1.0, 1.2]
5;21147.159;494.369;3502.563;61.143;210.52;1800.227;0.0;2576.0;15350.0;32936.486;5878.656;-5910.671;96.695;18;128;[1.0, 1.0, 1.513, 1.27, 1.2];[1.732, 1.0, 1.2]
6;21147.159;494.369;3502.563;61.143;210.52;1800.227;0.0;2576.0;15350.0;32936.486;5878.656;-5910.671;27.623;18;128;[1.0, 1.0, 1.462, 1.27, 1.2];[1.732, 1.0, 1.18]
7;21044.704;490.43;3489.434;65.313;213.712;1911.84;0.0;2534.0;15153.0;32936.486;5878.656;-6013.126;64.068;18;128;[1.0, 1.0, 1.716, 1.27, 1.2];[1.732, 1.3, 1.18]
8;21044.704;490.43;3489.434;65.313;213.712;1911.84;0.0;2534.0;15153.0;32936.486;5878.656;-6013.126;119.683;18;128;[1.0, 1.0, 1.716, 1.27, 1.18];[1.659, 1.3, 1.18]
9;21044.704;490.43;3489.434;65.313;213.712;1911.84;0.0;2534.0;15153.0;32936.486;5878.656;-6013.126;23.402;18;128;[1.0, 1.0, 1.716, 1.27, 1.18];[1.659, 1.3, 1.162]
10;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;28.529;18;128;[1.0, 1.0, 1.944, 1.27, 1.18];[1.659, 1.57, 1.162]
11;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;51.377;18;128;[1.0, 1.0, 1.85, 1.27, 1.18];[1.659, 1.513, 1.162]
12;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;44.333;18;128;[1.0, 1.0, 1.85, 1.27, 1.18];[1.593, 1.513, 1.162]
13;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;4.022;18;128;[1.0, 1.2, 1.85, 1.27, 1.18];[1.593, 1.662, 1.162]
14;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;54.495;18;128;[1.0, 1.2, 1.85, 1.27, 1.18];[1.534, 1.662, 1.162]
15;20873.533;487.888;3480.961;63.875;211.922;1872.684;0.0;2376.0;15032.0;32936.486;5878.656;-6184.297;51.338;18;128;[1.0, 1.38, 1.85, 1.27, 1.18];[1.681, 1.662, 1.162]
16;20739.122;473.92;3434.399;61.266;205.882;1798.803;0.0;2475.0;15032.0;32936.486;5878.656;-6318.708;29.94;18;128;[1.0, 1.38, 2.065, 1.27, 1.18];[1.913, 1.662, 1.162]
17;20739.122;473.92;3434.399;61.266;205.882;1798.803;0.0;2475.0;15032.0;32936.486;5878.656;-6318.708;56.553;18;128;[1.0, 1.38, 2.065, 1.27, 1.162];[1.822, 1.662, 1.162]
18;20726.7;468.336;3415.788;61.805;203.645;1810.575;0.0;2475.0;15032.0;32936.486;5878.656;-6331.13;31.318;18;128;[1.0, 1.38, 2.065, 1.27, 1.446];[2.04, 1.662, 1.162]
19;20713.784;465.5;3406.333;61.805;203.021;1809.951;0.0;2475.0;15032.0;32936.486;5878.656;-6344.046;40.916;18;128;[1.0, 1.38, 2.065, 1.543, 1.446];[2.236, 1.662, 1.162]
20;20713.736;465.488;3406.293;61.805;203.026;1809.956;0.0;2475.0;15032.0;32936.486;5878.656;-6344.094;48.85;18;128;[1.0, 1.38, 2.259, 1.543, 1.446];[2.412, 1.662, 1.162]
21;20708.636;466.261;3408.87;61.546;201.301;1801.505;0.0;2475.0;15032.0;32936.486;5878.656;-6349.194;46.182;18;128;[1.0, 1.38, 2.259, 1.543, 1.701];[2.571, 1.662, 1.162]
22;20708.636;466.261;3408.87;61.546;201.301;1801.505;0.0;2475.0;15032.0;32936.486;5878.656;-6349.194;6.116;18;128;[1.0, 1.342, 2.259, 1.543, 1.701];[2.571, 1.662, 1.146]
