iteration;totalMonetaryCost;totalPathCost;totalTimeCost;totalWeatherExtraTime;totalWeatherSafetyRiskKm;totalWeatherCost;totalShopCost;totalDepotCost;totalResourceCost;totalIncome;forgottenTaskCost;weight;time;unassigned_tasks;total_tasks;destroy;repair
constructshop:False depot:True weather:False;19667.648;555.611;3695.037;78.687;257.482;2303.34;0.0;3124.0;15417.0;32756.906;6058.236;-7031.022;21.164;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;19667.648;555.611;3695.037;78.687;257.482;2303.34;0.0;3124.0;15417.0;32756.906;6058.236;-7031.022;9.299;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
1;19643.543;545.894;3662.648;81.514;250.369;2369.725;0.0;3027.0;15435.0;32756.906;6058.236;-7055.127;10.79;19;128;[1.0, 1.0, 1.3, 1.0, 1.0];[1.3, 1.0, 1.0]
2;19137.273;539.832;3642.441;79.68;244.429;2316.113;0.0;3027.0;14955.0;32756.906;6058.236;-7561.397;17.332;19;128;[1.0, 1.0, 1.3, 1.0, 1.3];[1.57, 1.0, 1.0]
3;19126.119;537.489;3634.63;76.728;241.855;2236.776;0.0;2948.0;14954.0;32756.906;6058.236;-7572.551;5.986;19;128;[1.0, 1.0, 1.3, 1.3, 1.3];[1.57, 1.3, 1.0]
4;19045.886;532.82;3619.066;76.728;241.162;2236.084;0.0;2948.0;14894.0;32756.906;6058.236;-7652.784;1.41;19;128;[1.0, 1.3, 1.3, 1.3, 1.3];[1.57, 1.3, 1.3]
5;19042.427;532.022;3616.406;77.3;241.814;2251.603;0.0;2948.0;14894.0;32756.906;6058.236;-7656.243;1.784;19;128;[1.0, 1.57, 1.3, 1.3, 1.3];[1.57, 1.3, 1.57]
6;18990.934;533.985;3622.949;75.705;241.87;2210.203;0.0;2948.0;14834.0;32756.906;6058.236;-7707.736;1.929;19;128;[1.0, 1.813, 1.3, 1.3, 1.3];[1.57, 1.57, 1.57]
7;18962.045;527.318;3600.727;68.253;234.082;2008.656;0.0;2948.0;14834.0;32756.906;6058.236;-7736.625;7.836;19;128;[1.0, 1.813, 1.57, 1.3, 1.3];[1.57, 1.813, 1.57]
8;18962.045;527.318;3600.727;68.253;234.082;2008.656;0.0;2948.0;14834.0;32756.906;6058.236;-7736.625;7.599;19;128;[1.0, 1.813, 1.57, 1.3, 1.3];[1.57, 1.732, 1.57]
9;18947.159;496.652;3498.507;70.175;222.62;2047.166;0.0;2929.0;14952.0;32756.906;6058.236;-7751.511;8.075;19;128;[1.0, 1.813, 1.813, 1.3, 1.3];[1.57, 1.959, 1.57]
10;18937.925;508.367;3537.558;86.869;239.325;2497.929;0.0;2870.0;14892.0;32756.906;6058.236;-7760.745;22.557;19;128;[1.0, 1.813, 1.813, 1.3, 1.57];[1.57, 2.163, 1.57]
11;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;10.247;19;128;[1.3, 1.813, 1.813, 1.3, 1.57];[1.57, 2.347, 1.57]
12;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;3.813;19;128;[1.3, 1.813, 1.813, 1.27, 1.57];[1.57, 2.347, 1.513]
13;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;12.642;19;128;[1.3, 1.732, 1.813, 1.27, 1.57];[1.57, 2.212, 1.513]
14;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;8.069;19;128;[1.3, 1.732, 1.813, 1.443, 1.57];[1.57, 2.291, 1.513]
15;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;5.002;19;128;[1.3, 1.732, 1.813, 1.443, 1.513];[1.57, 2.291, 1.462]
16;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;8.075;19;128;[1.3, 1.732, 1.813, 1.399, 1.513];[1.57, 2.162, 1.462]
17;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;2.322;19;128;[1.3, 1.859, 1.813, 1.399, 1.513];[1.57, 2.246, 1.462]
18;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;8.613;19;128;[1.3, 1.859, 1.932, 1.399, 1.513];[1.57, 2.321, 1.462]
19;18829.267;510.985;3546.282;86.869;239.898;2498.502;0.0;2752.0;14772.0;32756.906;6058.236;-7869.403;6.931;19;128;[1.3, 1.859, 1.932, 1.559, 1.513];[1.57, 2.389, 1.462]
20;18787.826;524.498;3591.328;83.092;242.082;2402.467;0.0;2673.0;14672.0;32756.906;6058.236;-7910.844;4.377;19;128;[1.3, 2.073, 1.932, 1.559, 1.513];[1.57, 2.55, 1.462]
21;18550.452;502.027;3516.425;84.013;231.796;2416.138;0.0;2534.0;14532.0;32756.906;6058.236;-8148.217;10.858;19;128;[1.3, 2.073, 2.139, 1.559, 1.513];[1.57, 2.695, 1.462]
22;18550.452;502.027;3516.425;84.013;231.796;2416.138;0.0;2534.0;14532.0;32756.906;6058.236;-8148.217;8.548;19;128;[1.3, 2.073, 2.025, 1.559, 1.513];[1.57, 2.526, 1.462]
23;18545.128;500.799;3512.329;89.165;233.897;2552.187;0.0;2534.0;14532.0;32756.906;6058.236;-8153.542;7.097;19;128;[1.3, 2.073, 2.223, 1.559, 1.513];[1.813, 2.526, 1.462]
24;18465.329;491.614;3481.715;83.428;226.918;2396.035;0.0;2495.0;14492.0;32756.906;6058.236;-8233.34;7.815;19;128;[1.57, 2.073, 2.223, 1.559, 1.513];[2.032, 2.526, 1.462]
25;18465.329;491.614;3481.715;83.428;226.918;2396.035;0.0;2495.0;14492.0;32756.906;6058.236;-8233.34;3.167;19;128;[1.57, 1.966, 2.223, 1.559, 1.513];[1.929, 2.526, 1.462]
26;18314.464;489.338;3474.126;82.842;226.757;2380.655;0.0;2495.0;14351.0;32756.906;6058.236;-8384.206;4.47;19;128;[1.57, 2.169, 2.223, 1.559, 1.513];[2.136, 2.526, 1.462]
27;18307.444;487.718;3468.726;78.163;224.955;2257.193;0.0;2495.0;14351.0;32756.906;6058.236;-8391.226;19.583;19;128;[1.57, 2.169, 2.223, 1.559, 1.762];[2.136, 2.673, 1.462]
28;18288.431;483.33;3454.101;79.859;224.03;2300.356;0.0;2495.0;14351.0;32756.906;6058.236;-8410.239;2.338;19;128;[1.57, 2.352, 2.223, 1.559, 1.762];[2.322, 2.673, 1.462]
29;18251.849;474.888;3425.961;80.25;220.868;2307.356;0.0;2495.0;14351.0;32756.906;6058.236;-8446.821;7.412;19;128;[1.813, 2.352, 2.223, 1.559, 1.762];[2.322, 2.806, 1.462]
30;18251.849;474.888;3425.961;80.25;220.868;2307.356;0.0;2495.0;14351.0;32756.906;6058.236;-8446.821;3.236;19;128;[1.813, 2.217, 2.223, 1.559, 1.762];[2.322, 2.806, 1.416]
31;18251.849;474.888;3425.961;80.25;220.868;2307.356;0.0;2495.0;14351.0;32756.906;6058.236;-8446.821;4.043;19;128;[1.813, 2.217, 2.223, 1.559, 1.686];[2.322, 2.806, 1.374]
32;18251.849;474.888;3425.961;80.25;220.868;2307.356;0.0;2495.0;14351.0;32756.906;6058.236;-8446.821;18.107;19;128;[1.813, 2.217, 2.223, 1.559, 1.617];[2.19, 2.806, 1.374]
33;18174.188;456.736;3365.452;74.577;212.238;2151.244;0.0;2594.0;14352.0;32756.906;6058.236;-8524.482;7.015;19;128;[1.813, 2.217, 2.401, 1.559, 1.617];[2.371, 2.806, 1.374]
34;18024.79;445.336;3327.454;72.095;206.817;2081.278;0.0;2495.0;14252.0;32756.906;6058.236;-8673.88;7.301;19;128;[1.813, 2.217, 2.561, 1.559, 1.617];[2.371, 2.925, 1.374]
35;18009.281;441.757;3315.524;67.808;202.809;1965.825;0.0;2495.0;14252.0;32756.906;6058.236;-8689.389;16.588;19;128;[1.813, 2.217, 2.561, 1.559, 1.855];[2.371, 3.032, 1.374]
36;18009.281;441.757;3315.524;67.808;202.809;1965.825;0.0;2495.0;14252.0;32756.906;6058.236;-8689.389;3.299;19;128;[1.813, 2.217, 2.561, 1.503, 1.855];[2.371, 3.032, 1.337]
37;17912.857;437.967;3302.89;72.085;202.709;2076.92;0.0;2416.0;14172.0;32756.906;6058.236;-8785.813;5.881;19;128;[2.032, 2.217, 2.561, 1.503, 1.855];[2.534, 3.032, 1.337]
38;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;16.896;19;128;[2.032, 2.217, 2.561, 1.503, 2.07];[2.534, 3.129, 1.337]
39;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;1.308;19;128;[2.032, 2.295, 2.561, 1.503, 2.07];[2.534, 3.116, 1.337]
40;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;5.049;19;128;[1.929, 2.295, 2.561, 1.503, 2.07];[2.534, 2.904, 1.337]
41;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;3.976;19;128;[1.929, 2.295, 2.561, 1.503, 1.963];[2.534, 2.904, 1.303]
42;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;5.928;19;128;[1.836, 2.295, 2.561, 1.503, 1.963];[2.381, 2.904, 1.303]
43;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;14.293;19;128;[1.836, 2.295, 2.561, 1.503, 2.067];[2.381, 2.914, 1.303]
44;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;7.004;19;128;[1.836, 2.295, 2.405, 1.503, 2.067];[2.381, 2.723, 1.303]
45;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;4.385;19;128;[1.836, 2.295, 2.405, 1.453, 2.067];[2.243, 2.723, 1.303]
46;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;6.201;19;128;[1.752, 2.295, 2.405, 1.453, 2.067];[2.243, 2.551, 1.303]
47;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;2.937;19;128;[1.677, 2.295, 2.405, 1.453, 2.067];[2.243, 2.551, 1.273]
48;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;7.168;19;128;[1.677, 2.295, 2.405, 1.408, 2.067];[2.243, 2.396, 1.273]
49;17905.653;436.305;3297.348;65.662;194.793;1902.009;0.0;2416.0;14172.0;32756.906;6058.236;-8793.017;2.544;19;128;[1.677, 2.295, 2.465, 1.408, 2.067];[2.243, 2.396, 1.446]
602constructshop:False depot:True weather:False;19797.598;541.215;3661.383;74.66;238.272;2179.431;0.0;3226.0;15595.0;33082.886;5732.256;-7553.032;21.638;18;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;19688.471;516.032;3577.439;75.577;229.435;2194.434;0.0;3345.0;15595.0;33082.886;5732.256;-7662.159;1.848;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.3]
1;19688.471;516.032;3577.439;75.577;229.435;2194.434;0.0;3345.0;15595.0;33082.886;5732.256;-7662.159;3.655;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.27]
2;19688.471;516.032;3577.439;75.577;229.435;2194.434;0.0;3345.0;15595.0;33082.886;5732.256;-7662.159;0.76;18;128;[1.0, 1.47, 1.0, 1.0, 1.0];[1.0, 1.2, 1.27]
3;19688.471;516.032;3577.439;75.577;229.435;2194.434;0.0;3345.0;15595.0;33082.886;5732.256;-7662.159;8.09;18;128;[1.0, 1.47, 1.0, 1.0, 1.0];[1.0, 1.18, 1.27]
4;19688.471;516.032;3577.439;75.577;229.435;2194.434;0.0;3345.0;15595.0;33082.886;5732.256;-7662.159;8.076;18;128;[1.0, 1.47, 1.0, 1.2, 1.0];[1.2, 1.18, 1.27]
5;19638.751;536.865;3646.885;72.284;237.12;2116.496;0.0;3167.0;15455.0;33082.886;5732.256;-7711.879;14.769;18;128;[1.0, 1.47, 1.0, 1.2, 1.3];[1.48, 1.18, 1.27]
6;19638.751;536.865;3646.885;72.284;237.12;2116.496;0.0;3167.0;15455.0;33082.886;5732.256;-7711.879;6.006;18;128;[1.0, 1.47, 1.0, 1.18, 1.3];[1.432, 1.18, 1.27]
7;19509.891;539.436;3655.454;72.284;238.769;2118.144;0.0;3028.0;15315.0;33082.886;5732.256;-7840.739;5.264;18;128;[1.0, 1.47, 1.3, 1.18, 1.3];[1.689, 1.18, 1.27]
8;19467.797;529.953;3623.844;76.412;237.114;2223.825;0.0;2929.0;15314.0;33082.886;5732.256;-7882.833;8.238;18;128;[1.3, 1.47, 1.3, 1.18, 1.3];[1.689, 1.462, 1.27]
9;19467.797;529.953;3623.844;76.412;237.114;2223.825;0.0;2929.0;15314.0;33082.886;5732.256;-7882.833;14.947;18;128;[1.3, 1.47, 1.3, 1.18, 1.27];[1.62, 1.462, 1.27]
10;19460.796;528.338;3618.458;78.428;238.222;2277.347;0.0;2929.0;15314.0;33082.886;5732.256;-7889.834;6.24;18;128;[1.3, 1.47, 1.57, 1.18, 1.27];[1.858, 1.462, 1.27]
11;19321.962;528.607;3619.356;83.32;242.806;2409.13;0.0;2929.0;15174.0;33082.886;5732.256;-8028.668;3.149;18;128;[1.3, 1.723, 1.57, 1.18, 1.27];[2.072, 1.462, 1.27]
12;19231.81;526.264;3611.546;83.32;242.096;2408.42;0.0;2929.0;15094.0;33082.886;5732.256;-8118.82;1.847;18;128;[1.3, 1.951, 1.57, 1.18, 1.27];[2.072, 1.716, 1.27]
13;19231.81;526.264;3611.546;83.32;242.096;2408.42;0.0;2929.0;15094.0;33082.886;5732.256;-8118.82;1.998;18;128;[1.3, 2.056, 1.57, 1.18, 1.27];[2.072, 1.844, 1.27]
14;19221.553;528.281;3618.272;79.055;239.051;2294.471;0.0;3007.0;15075.0;33082.886;5732.256;-8129.077;2.355;18;128;[1.57, 2.056, 1.57, 1.18, 1.27];[2.072, 1.844, 1.543]
15;19221.553;528.281;3618.272;79.055;239.051;2294.471;0.0;3007.0;15075.0;33082.886;5732.256;-8129.077;2.151;18;128;[1.57, 1.95, 1.57, 1.18, 1.27];[2.072, 1.844, 1.489]
16;19221.553;528.281;3618.272;79.055;239.051;2294.471;0.0;3007.0;15075.0;33082.886;5732.256;-8129.077;6.438;18;128;[1.713, 1.95, 1.57, 1.18, 1.27];[2.165, 1.844, 1.489]
17;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;7.38;18;128;[1.713, 1.95, 1.57, 1.462, 1.27];[2.349, 1.844, 1.489]
18;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;6.491;19;128;[1.713, 1.95, 1.513, 1.462, 1.27];[2.214, 1.844, 1.489]
19;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;2.195;19;128;[1.713, 1.95, 1.462, 1.462, 1.27];[2.214, 1.844, 1.44]
20;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;6.607;19;128;[1.642, 1.95, 1.462, 1.462, 1.27];[2.093, 1.844, 1.44]
21;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;2.106;19;128;[1.642, 2.055, 1.462, 1.462, 1.27];[2.093, 1.844, 1.596]
22;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;3.385;19;128;[1.642, 2.055, 1.616, 1.462, 1.27];[2.093, 1.844, 1.736]
23;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;5.845;19;128;[1.642, 2.055, 1.616, 1.416, 1.27];[1.984, 1.844, 1.736]
24;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;2.844;19;128;[1.642, 2.055, 1.616, 1.416, 1.243];[1.984, 1.844, 1.662]
25;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;5.296;19;128;[1.642, 2.055, 1.616, 1.416, 1.219];[1.984, 1.844, 1.596]
26;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;15.637;19;128;[1.642, 2.055, 1.616, 1.416, 1.397];[2.086, 1.844, 1.596]
27;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;7.182;19;128;[1.642, 2.055, 1.616, 1.574, 1.397];[2.177, 1.844, 1.596]
28;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;6.111;19;128;[1.642, 2.055, 1.754, 1.574, 1.397];[2.259, 1.844, 1.596]
29;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;2.914;19;128;[1.642, 2.055, 1.679, 1.574, 1.397];[2.259, 1.844, 1.536]
30;19151.471;499.416;3522.055;73.277;222.167;2127.373;0.0;2830.0;15130.0;33082.886;5732.256;-8199.158;3.571;18;128;[1.642, 2.15, 1.679, 1.574, 1.397];[2.259, 1.844, 1.682]
31;19080.324;481.075;3466.249;75.629;218.417;2184.77;0.0;2967.0;15133.0;33069.686;5745.456;-8243.906;8.017;18;128;[1.642, 2.335, 1.679, 1.574, 1.397];[2.433, 1.844, 1.682]
32;18977.561;489.668;3494.893;73.565;220.212;2132.899;0.0;2828.0;14993.0;33069.686;5745.456;-8346.669;2.772;18;128;[1.642, 2.502, 1.679, 1.574, 1.397];[2.433, 2.06, 1.682]
33;18960.623;485.99;3482.633;74.3;219.363;2151.174;0.0;2749.0;14992.0;33069.686;5745.456;-8363.607;10.904;18;128;[1.878, 2.502, 1.679, 1.574, 1.397];[2.59, 2.06, 1.682]
34;18960.623;485.99;3482.633;74.3;219.363;2151.174;0.0;2749.0;14992.0;33069.686;5745.456;-8363.607;3.152;18;128;[1.878, 2.502, 1.679, 1.517, 1.397];[2.59, 2.06, 1.614]
35;18960.623;485.99;3482.633;74.3;219.363;2151.174;0.0;2749.0;14992.0;33069.686;5745.456;-8363.607;8.442;18;128;[1.878, 2.502, 1.679, 1.465, 1.397];[2.431, 2.06, 1.614]
36;18960.623;485.99;3482.633;74.3;219.363;2151.174;0.0;2749.0;14992.0;33069.686;5745.456;-8363.607;3.658;18;128;[1.878, 2.502, 1.679, 1.419, 1.397];[2.431, 2.06, 1.553]
37;18960.067;485.861;3482.205;74.3;219.1;2150.911;0.0;2749.0;14992.0;33069.686;5745.456;-8364.164;6.755;18;128;[1.878, 2.652, 1.679, 1.419, 1.397];[2.431, 2.254, 1.553]
38;18960.067;485.861;3482.205;74.3;219.1;2150.911;0.0;2749.0;14992.0;33069.686;5745.456;-8364.164;8.412;18;128;[1.878, 2.652, 1.679, 1.377, 1.397];[2.431, 2.129, 1.553]
39;18960.067;485.861;3482.205;74.3;219.1;2150.911;0.0;2749.0;14992.0;33069.686;5745.456;-8364.164;2.605;18;128;[1.878, 2.652, 1.611, 1.377, 1.397];[2.431, 2.129, 1.498]
40;18944.697;482.546;3471.152;74.3;217.793;2149.604;0.0;2710.0;14991.0;33069.686;5745.456;-8379.533;7.166;18;128;[2.09, 2.652, 1.611, 1.377, 1.397];[2.588, 2.129, 1.498]
41;18918.617;476.527;3451.09;75.127;215.13;2168.434;0.0;2710.0;14991.0;33069.686;5745.456;-8405.613;7.616;18;128;[2.281, 2.652, 1.611, 1.377, 1.397];[2.729, 2.129, 1.498]
42;18918.617;476.527;3451.09;75.127;215.13;2168.434;0.0;2710.0;14991.0;33069.686;5745.456;-8405.613;8.501;18;128;[2.153, 2.652, 1.611, 1.377, 1.397];[2.729, 2.016, 1.498]
43;18918.617;476.527;3451.09;75.127;215.13;2168.434;0.0;2710.0;14991.0;33069.686;5745.456;-8405.613;17.012;18;128;[2.153, 2.652, 1.611, 1.377, 1.357];[2.729, 1.914, 1.498]
44;18918.617;476.527;3451.09;75.127;215.13;2168.434;0.0;2710.0;14991.0;33069.686;5745.456;-8405.613;5.919;18;128;[2.153, 2.652, 1.55, 1.377, 1.357];[2.556, 1.914, 1.498]
45;18918.617;476.527;3451.09;75.127;215.13;2168.434;0.0;2710.0;14991.0;33069.686;5745.456;-8405.613;9.952;18;128;[2.153, 2.652, 1.55, 1.539, 1.357];[2.556, 2.023, 1.498]
46;18898.578;495.441;3514.137;74.383;224.33;2158.297;0.0;2493.0;14889.0;33069.686;5745.456;-8425.652;6.825;18;128;[2.338, 2.652, 1.55, 1.539, 1.357];[2.7, 2.023, 1.498]
47;18898.578;495.441;3514.137;74.383;224.33;2158.297;0.0;2493.0;14889.0;33069.686;5745.456;-8425.652;1.431;18;128;[2.338, 2.487, 1.55, 1.539, 1.357];[2.7, 2.023, 1.448]
48;18898.578;495.441;3514.137;74.383;224.33;2158.297;0.0;2493.0;14889.0;33069.686;5745.456;-8425.652;7.929;18;128;[2.404, 2.487, 1.55, 1.539, 1.357];[2.7, 2.121, 1.448]
49;18864.184;483.12;3473.065;76.329;223.835;2208.396;0.0;2414.0;14908.0;33069.686;5745.456;-8460.046;9.002;18;128;[2.404, 2.487, 1.55, 1.785, 1.357];[2.7, 2.309, 1.448]
603constructshop:False depot:True weather:False;19995.563;552.745;3687.818;59.343;237.001;1779.927;0.0;3348.0;15755.0;32823.058;5992.084;-6835.411;21.486;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;19776.168;518.885;3584.283;60.124;222.198;1785.424;0.0;3150.0;15673.0;32936.486;5878.656;-7281.662;11.029;18;128;[1.0, 1.0, 1.3, 1.0, 1.0];[1.3, 1.0, 1.0]
1;19525.865;507.738;3547.127;60.379;218.061;1787.905;0.0;2774.0;15471.0;32936.486;5878.656;-7531.965;8.851;18;128;[1.0, 1.0, 1.57, 1.0, 1.0];[1.57, 1.0, 1.0]
2;19346.932;494.369;3502.563;63.244;212.151;1856.484;0.0;2576.0;15350.0;32936.486;5878.656;-7710.898;7.678;18;128;[1.0, 1.0, 1.57, 1.3, 1.0];[1.813, 1.0, 1.0]
3;19346.932;494.369;3502.563;63.244;212.151;1856.484;0.0;2576.0;15350.0;32936.486;5878.656;-7710.898;6.732;18;128;[1.0, 1.0, 1.57, 1.27, 1.0];[1.813, 1.0, 1.0]
4;19346.932;494.369;3502.563;63.244;212.151;1856.484;0.0;2576.0;15350.0;32936.486;5878.656;-7710.898;4.608;18;128;[1.0, 1.0, 1.57, 1.27, 1.2];[1.813, 1.0, 1.2]
5;19322.92;501.982;3527.938;63.875;218.574;1879.336;0.0;2673.0;15293.0;32936.486;5878.656;-7734.91;6.809;18;128;[1.0, 1.0, 1.813, 1.27, 1.2];[2.032, 1.0, 1.2]
6;19295.449;495.642;3506.807;63.875;216.452;1877.214;0.0;2673.0;15293.0;32936.486;5878.656;-7762.381;6.564;18;128;[1.0, 1.0, 1.813, 1.543, 1.2];[2.229, 1.0, 1.2]
7;19293.907;495.286;3505.621;63.875;215.14;1875.902;0.0;2673.0;15293.0;32936.486;5878.656;-7763.923;6.805;18;128;[1.0, 1.0, 1.813, 1.789, 1.2];[2.229, 1.3, 1.2]
8;19293.907;495.286;3505.621;63.875;215.14;1875.902;0.0;2673.0;15293.0;32936.486;5878.656;-7763.923;1.504;18;128;[1.0, 1.2, 1.813, 1.789, 1.2];[2.306, 1.3, 1.2]
9;19293.682;495.234;3505.448;62.023;214.37;1826.979;0.0;2673.0;15293.0;32936.486;5878.656;-7764.148;1.071;18;128;[1.0, 1.48, 1.813, 1.789, 1.2];[2.306, 1.57, 1.2]
10;19184.652;488.535;3483.117;63.876;213.548;1874.315;0.0;2593.0;15213.0;32936.486;5878.656;-7873.178;9.07;18;128;[1.0, 1.48, 2.032, 1.789, 1.2];[2.306, 1.813, 1.2]
11;18992.863;486.045;3474.818;68.738;215.322;2002.501;0.0;2593.0;15032.0;32936.486;5878.656;-8064.967;5.31;18;128;[1.0, 1.732, 2.032, 1.789, 1.2];[2.475, 1.813, 1.2]
12;18926.0;470.615;3423.384;71.664;210.507;2073.768;0.0;2593.0;15032.0;32936.486;5878.656;-8131.83;16.857;18;128;[1.0, 1.732, 2.032, 1.789, 1.48];[2.475, 2.032, 1.2]
13;18926.0;470.615;3423.384;71.664;210.507;2073.768;0.0;2593.0;15032.0;32936.486;5878.656;-8131.83;3.299;18;128;[1.0, 1.732, 2.032, 1.71, 1.48];[2.475, 2.032, 1.18]
14;18828.856;480.505;3456.351;68.165;216.181;1988.462;0.0;2454.0;14892.0;32936.486;5878.656;-8228.974;6.906;18;128;[1.3, 1.732, 2.032, 1.71, 1.48];[2.475, 2.229, 1.18]
15;18819.012;478.234;3448.778;64.747;212.165;1895.586;0.0;2454.0;14892.0;32936.486;5878.656;-8238.818;2.991;18;128;[1.3, 1.959, 2.032, 1.71, 1.48];[2.627, 2.229, 1.18]
16;18799.795;474.03;3434.766;63.068;208.643;1848.416;0.0;2415.0;14891.0;32936.486;5878.656;-8258.035;7.588;18;128;[1.3, 1.959, 2.229, 1.71, 1.48];[2.627, 2.406, 1.18]
17;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;6.97;18;128;[1.3, 1.959, 2.229, 1.939, 1.48];[2.764, 2.406, 1.18]
18;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;15.594;19;128;[1.3, 1.959, 2.229, 1.939, 1.432];[2.764, 2.265, 1.18]
19;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;7.568;19;128;[1.3, 1.863, 2.229, 1.939, 1.432];[2.588, 2.265, 1.18]
20;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;3.456;19;128;[1.27, 1.863, 2.229, 1.939, 1.432];[2.588, 2.265, 1.162]
21;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;16.327;19;128;[1.27, 1.777, 2.229, 1.939, 1.432];[2.588, 2.139, 1.162]
22;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;4.165;19;128;[1.27, 1.777, 2.229, 1.939, 1.389];[2.588, 2.139, 1.146]
23;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;5.987;19;128;[1.443, 1.777, 2.229, 1.939, 1.389];[2.629, 2.139, 1.146]
24;18774.946;468.295;3415.651;64.958;206.333;1895.242;0.0;2415.0;14891.0;32936.486;5878.656;-8282.884;18.589;19;128;[1.443, 1.777, 2.229, 1.939, 1.55];[2.629, 2.225, 1.146]
