iteration;totalMonetaryCost;totalPathCost;totalTimeCost;totalWeatherExtraTime;totalWeatherSafetyRiskKm;totalWeatherCost;totalShopCost;totalDepotCost;totalResourceCost;totalIncome;forgottenTaskCost;weight;time;unassigned_tasks;total_tasks;destroy;repair
602constructshop:True depot:True weather:False;19772.581;535.442;3642.139;81.015;242.56;2348.951;3871.2;0.0;15595.0;33082.886;5732.256;-7578.049;28.256;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;19663.026;510.16;3557.866;81.932;234.061;2364.291;4014.0;0.0;15595.0;33082.886;5732.256;-7687.604;1.484;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.3]
1;19663.026;510.16;3557.866;81.932;234.061;2364.291;4014.0;0.0;15595.0;33082.886;5732.256;-7687.604;3.485;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.27]
2;19465.019;519.62;3589.399;83.783;240.776;2419.126;3800.4;0.0;15356.0;33082.886;5732.256;-7885.611;14.241;18;128;[1.0, 1.3, 1.0, 1.3, 1.0];[1.0, 1.3, 1.27]
3;19445.933;515.215;3574.718;85.222;238.743;2454.526;3967.2;0.0;15356.0;33082.886;5732.256;-7904.697;2.71;18;128;[1.0, 1.57, 1.0, 1.3, 1.0];[1.0, 1.3, 1.543]
4;19445.933;515.215;3574.718;85.222;238.743;2454.526;3967.2;0.0;15356.0;33082.886;5732.256;-7904.697;11.481;18;128;[1.0, 1.57, 1.0, 1.27, 1.0];[1.0, 1.27, 1.543]
5;19429.522;511.428;3562.094;84.854;237.924;2444.121;3967.2;0.0;15356.0;33082.886;5732.256;-7921.108;0.96;18;128;[1.0, 1.813, 1.0, 1.27, 1.0];[1.0, 1.27, 1.789]
6;19352.439;493.64;3502.799;86.865;230.164;2488.661;3967.2;0.0;15356.0;33082.886;5732.256;-7998.191;11.789;18;128;[1.0, 1.813, 1.0, 1.543, 1.0];[1.0, 1.543, 1.789]
7;19352.439;493.64;3502.799;86.865;230.164;2488.661;3967.2;0.0;15356.0;33082.886;5732.256;-7998.191;5.577;18;128;[1.0, 1.813, 1.0, 1.543, 1.0];[1.0, 1.543, 1.71]
8;19273.819;493.958;3503.861;89.519;233.474;2560.978;3872.4;0.0;15276.0;33082.886;5732.256;-8076.811;8.783;18;128;[1.0, 2.032, 1.0, 1.543, 1.0];[1.0, 1.789, 1.71]
9;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;22.726;18;128;[1.0, 2.032, 1.0, 1.543, 1.3];[1.0, 2.01, 1.71]
10;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;10.133;18;128;[1.0, 2.032, 1.0, 1.489, 1.3];[1.0, 1.909, 1.71]
11;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.617;18;128;[1.0, 2.032, 1.0, 1.44, 1.3];[1.0, 1.909, 1.639]
12;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.672;18;128;[1.0, 2.032, 1.0, 1.44, 1.27];[1.0, 1.909, 1.575]
13;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;1.902;18;128;[1.0, 2.032, 1.0, 1.396, 1.27];[1.0, 1.909, 1.518]
14;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.154;18;128;[1.0, 1.929, 1.0, 1.396, 1.27];[1.0, 1.909, 1.466]
15;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.613;18;128;[1.0, 1.929, 1.0, 1.396, 1.27];[1.0, 1.909, 1.419]
16;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.661;18;128;[1.0, 1.929, 1.0, 1.356, 1.27];[1.0, 1.909, 1.377]
17;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;10.81;18;128;[1.0, 1.929, 1.0, 1.32, 1.27];[1.0, 1.818, 1.377]
18;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.658;18;128;[1.0, 1.929, 1.0, 1.32, 1.243];[1.0, 1.818, 1.339]
19;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;1.665;18;128;[1.0, 2.036, 1.0, 1.32, 1.243];[1.2, 1.818, 1.339]
20;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;11.763;18;128;[1.0, 2.036, 1.0, 1.488, 1.243];[1.38, 1.818, 1.339]
21;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;10.173;18;128;[1.0, 2.036, 1.0, 1.639, 1.243];[1.542, 1.818, 1.339]
22;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.796;18;128;[1.0, 2.036, 1.0, 1.639, 1.219];[1.542, 1.818, 1.305]
23;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;12.439;18;128;[1.0, 2.036, 1.2, 1.639, 1.219];[1.542, 1.936, 1.305]
24;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;15.641;18;128;[1.0, 2.036, 1.2, 1.575, 1.219];[1.542, 1.842, 1.305]
25;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;26.864;18;128;[1.0, 2.036, 1.2, 1.575, 1.197];[1.542, 1.758, 1.305]
26;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;13.057;18;128;[1.0, 2.036, 1.2, 1.718, 1.197];[1.542, 1.882, 1.305]
27;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;13.136;18;128;[1.0, 2.036, 1.2, 1.846, 1.197];[1.542, 1.994, 1.305]
28;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;24.679;18;128;[1.0, 2.036, 1.2, 1.846, 1.177];[1.542, 1.895, 1.305]
29;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;11.81;18;128;[1.2, 2.036, 1.2, 1.846, 1.177];[1.542, 2.006, 1.305]
30;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.016;18;128;[1.2, 2.036, 1.2, 1.761, 1.177];[1.542, 2.006, 1.274]
31;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;20.917;18;128;[1.2, 1.932, 1.2, 1.761, 1.177];[1.542, 1.905, 1.274]
32;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;12.247;18;128;[1.2, 1.932, 1.38, 1.761, 1.177];[1.542, 2.014, 1.274]
33;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;14.993;18;128;[1.2, 1.932, 1.38, 1.885, 1.177];[1.542, 2.113, 1.274]
34;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.951;18;128;[1.2, 1.839, 1.38, 1.885, 1.177];[1.542, 2.002, 1.274]
35;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;12.811;18;128;[1.18, 1.839, 1.38, 1.885, 1.177];[1.542, 1.902, 1.274]
36;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;16.709;18;128;[1.18, 1.839, 1.38, 1.797, 1.177];[1.488, 1.902, 1.274]
37;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;14.924;18;128;[1.18, 1.839, 1.38, 1.917, 1.177];[1.488, 2.012, 1.274]
38;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;15.261;18;128;[1.18, 1.839, 1.38, 2.025, 1.177];[1.488, 2.111, 1.274]
39;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;2.576;18;128;[1.18, 1.839, 1.38, 1.923, 1.177];[1.488, 2.111, 1.247]
40;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;6.174;18;128;[1.18, 1.955, 1.38, 1.923, 1.177];[1.488, 2.2, 1.247]
41;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;14.001;18;128;[1.18, 1.955, 1.342, 1.923, 1.177];[1.439, 2.2, 1.247]
42;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;15.936;18;128;[1.18, 1.955, 1.342, 1.831, 1.177];[1.395, 2.2, 1.247]
43;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;1.292;18;128;[1.18, 2.059, 1.342, 1.831, 1.177];[1.395, 2.28, 1.247]
44;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;4.489;18;128;[1.18, 2.059, 1.342, 1.831, 1.159];[1.395, 2.28, 1.222]
45;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.448;18;128;[1.18, 2.059, 1.342, 1.831, 1.143];[1.395, 2.28, 1.2]
46;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.211;18;128;[1.162, 2.059, 1.342, 1.831, 1.143];[1.395, 2.28, 1.18]
47;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;14.397;18;128;[1.162, 2.059, 1.342, 1.748, 1.143];[1.356, 2.28, 1.18]
48;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;3.552;18;128;[1.162, 1.953, 1.342, 1.748, 1.143];[1.356, 2.28, 1.162]
49;19169.583;483.75;3469.833;83.003;224.826;2382.915;3801.6;0.0;15216.0;33082.886;5732.256;-8181.047;12.8;18;128;[1.162, 1.953, 1.342, 1.673, 1.143];[1.356, 2.152, 1.162]
603constructshop:True depot:True weather:False;20112.103;536.408;3642.694;58.49;237.363;1758.103;4160.4;0.0;15933.0;32936.486;5878.656;-6945.727;30.209;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;20015.379;546.626;3676.753;68.972;246.661;2039.944;3898.8;0.0;15792.0;32936.486;5878.656;-7042.451;9.855;18;128;[1.3, 1.0, 1.0, 1.0, 1.0];[1.0, 1.3, 1.0]
1;20015.379;546.626;3676.753;68.972;246.661;2039.944;3898.8;0.0;15792.0;32936.486;5878.656;-7042.451;1.875;18;128;[1.3, 1.0, 1.0, 1.0, 1.0];[1.0, 1.3, 1.0]
2;20009.556;531.436;3626.12;67.531;241.745;1997.546;4231.2;0.0;15852.0;32936.486;5878.656;-7048.274;5.461;18;128;[1.3, 1.3, 1.0, 1.0, 1.0];[1.0, 1.57, 1.0]
3;19768.489;531.19;3625.299;73.016;243.897;2142.309;3945.6;0.0;15612.0;32936.486;5878.656;-7289.341;4.294;18;128;[1.3, 1.3, 1.3, 1.0, 1.0];[1.0, 1.57, 1.3]
4;19768.489;531.19;3625.299;73.016;243.897;2142.309;3945.6;0.0;15612.0;32936.486;5878.656;-7289.341;4.394;18;128;[1.3, 1.3, 1.3, 1.0, 1.0];[1.0, 1.57, 1.27]
5;19609.115;522.104;3595.012;75.822;239.942;2211.306;3684.0;0.0;15492.0;32936.486;5878.656;-7448.715;11.193;18;128;[1.57, 1.3, 1.3, 1.0, 1.0];[1.3, 1.57, 1.27]
6;19462.131;525.107;3605.024;78.927;244.483;2296.59;3494.4;0.0;15332.0;32936.486;5878.656;-7595.699;10.181;18;128;[1.813, 1.3, 1.3, 1.0, 1.0];[1.3, 1.813, 1.27]
7;19393.514;514.119;3568.396;78.77;239.205;2287.222;3375.6;0.0;15311.0;32936.486;5878.656;-7664.316;11.235;18;128;[1.813, 1.3, 1.3, 1.3, 1.0];[1.57, 1.813, 1.27]
8;19060.27;492.832;3497.438;67.257;224.38;1973.068;2972.4;0.0;15070.0;32936.486;5878.656;-7997.56;12.166;18;128;[1.813, 1.3, 1.57, 1.3, 1.0];[1.57, 2.032, 1.27]
9;19023.124;484.259;3468.864;66.0;220.804;1936.809;2972.4;0.0;15070.0;32936.486;5878.656;-8034.706;10.544;18;128;[2.032, 1.3, 1.57, 1.3, 1.0];[1.57, 2.229, 1.27]
10;19023.124;484.259;3468.864;66.0;220.804;1936.809;2972.4;0.0;15070.0;32936.486;5878.656;-8034.706;3.546;18;128;[2.032, 1.3, 1.513, 1.3, 1.0];[1.57, 2.229, 1.243]
11;18905.308;457.071;3378.237;75.196;213.952;2169.036;2972.4;0.0;15070.0;32936.486;5878.656;-8152.522;9.35;18;128;[2.032, 1.3, 1.513, 1.57, 1.0];[1.813, 2.229, 1.243]
12;18905.308;457.071;3378.237;75.196;213.952;2169.036;2972.4;0.0;15070.0;32936.486;5878.656;-8152.522;7.81;18;128;[2.032, 1.3, 1.513, 1.713, 1.0];[1.932, 2.229, 1.243]
13;18899.677;455.541;3373.136;79.16;216.291;2274.457;3091.2;0.0;15071.0;32936.486;5878.656;-8158.153;9.771;18;128;[2.229, 1.3, 1.513, 1.713, 1.0];[2.139, 2.229, 1.243]
14;18805.719;452.32;3362.399;70.017;209.4;2029.847;3091.2;0.0;14991.0;32936.486;5878.656;-8252.111;2.137;18;128;[2.229, 1.57, 1.513, 1.713, 1.0];[2.139, 2.229, 1.519]
15;18805.719;452.32;3362.399;70.017;209.4;2029.847;3091.2;0.0;14991.0;32936.486;5878.656;-8252.111;8.822;18;128;[2.229, 1.57, 1.462, 1.713, 1.0];[2.139, 2.106, 1.519]
16;18805.719;452.32;3362.399;70.017;209.4;2029.847;3091.2;0.0;14991.0;32936.486;5878.656;-8252.111;8.892;18;128;[2.229, 1.57, 1.616, 1.713, 1.0];[2.225, 2.106, 1.519]
17;18702.566;451.823;3360.743;72.401;212.406;2094.833;2853.6;0.0;14890.0;32936.486;5878.656;-8355.264;9.876;18;128;[2.229, 1.57, 1.616, 1.942, 1.0];[2.402, 2.106, 1.519]
18;18702.566;451.823;3360.743;72.401;212.406;2094.833;2853.6;0.0;14890.0;32936.486;5878.656;-8355.264;4.722;18;128;[2.229, 1.57, 1.616, 1.942, 1.0];[2.402, 2.106, 1.467]
19;18702.566;451.823;3360.743;72.401;212.406;2094.833;2853.6;0.0;14890.0;32936.486;5878.656;-8355.264;3.746;18;128;[2.106, 1.57, 1.616, 1.942, 1.0];[2.402, 2.106, 1.42]
20;18702.566;451.823;3360.743;72.401;212.406;2094.833;2853.6;0.0;14890.0;32936.486;5878.656;-8355.264;8.701;18;128;[1.995, 1.57, 1.616, 1.942, 1.0];[2.262, 2.106, 1.42]
21;18668.083;443.865;3334.218;72.401;209.572;2091.999;2853.6;0.0;14890.0;32936.486;5878.656;-8389.747;2.067;18;128;[1.995, 1.813, 1.616, 1.942, 1.0];[2.436, 2.106, 1.42]
22;18668.083;443.865;3334.218;72.401;209.572;2091.999;2853.6;0.0;14890.0;32936.486;5878.656;-8389.747;6.792;18;128;[1.995, 1.732, 1.616, 1.942, 1.0];[2.436, 1.995, 1.42]
