iteration;totalMonetaryCost;totalPathCost;totalTimeCost;totalWeatherExtraTime;totalWeatherSafetyRiskKm;totalWeatherCost;totalShopCost;totalDepotCost;totalResourceCost;totalIncome;forgottenTaskCost;weight;time;unassigned_tasks;total_tasks;destroy;repair
9;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;82.873;19;128;[1.2, 1.443, 1.47, 1.3, 1.27];[1.713, 1.599, 1.27]
10;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;18.72;19;128;[1.2, 1.443, 1.47, 1.27, 1.27];[1.713, 1.599, 1.243]
11;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;53.931;19;128;[1.2, 1.443, 1.47, 1.27, 1.243];[1.642, 1.599, 1.243]
12;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;9.424;19;128;[1.2, 1.443, 1.47, 1.243, 1.243];[1.642, 1.599, 1.219]
13;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;20.32;19;128;[1.18, 1.443, 1.47, 1.243, 1.243];[1.642, 1.599, 1.197]
14;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;40.205;19;128;[1.18, 1.443, 1.47, 1.243, 1.219];[1.642, 1.539, 1.197]
15;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;28.064;19;128;[1.18, 1.443, 1.423, 1.243, 1.219];[1.578, 1.539, 1.197]
16;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;44.869;19;128;[1.18, 1.443, 1.581, 1.243, 1.219];[1.72, 1.539, 1.197]
17;20599.754;501.367;3514.224;60.988;222.467;1808.162;3465.6;0.0;14776.0;32756.906;6058.236;-6098.916;46.863;19;128;[1.18, 1.443, 1.581, 1.243, 1.197];[1.72, 1.485, 1.197]
18;20459.293;501.345;3514.151;55.031;216.98;1647.797;3441.6;0.0;14796.0;32756.906;6058.236;-6239.377;10.861;19;128;[1.18, 1.699, 1.581, 1.243, 1.197];[1.72, 1.485, 1.477]
19;20459.293;501.345;3514.151;55.031;216.98;1647.797;3441.6;0.0;14796.0;32756.906;6058.236;-6239.377;5.326;19;128;[1.18, 1.829, 1.581, 1.243, 1.197];[1.848, 1.485, 1.477]
20;20459.293;501.345;3514.151;55.031;216.98;1647.797;3441.6;0.0;14796.0;32756.906;6058.236;-6239.377;45.345;19;128;[1.18, 1.829, 1.581, 1.243, 1.177];[1.763, 1.485, 1.477]
21;20356.62;498.263;3503.878;54.763;214.64;1638.479;3514.8;0.0;14716.0;32756.906;6058.236;-6342.05;59.789;19;128;[1.462, 1.829, 1.581, 1.243, 1.177];[1.987, 1.485, 1.477]
22;20183.111;487.831;3469.104;50.031;209.37;1510.176;3514.8;0.0;14716.0;32756.906;6058.236;-6515.559;37.999;19;128;[1.462, 1.829, 1.823, 1.243, 1.177];[2.188, 1.485, 1.477]
23;20146.677;482.692;3451.973;49.611;206.131;1496.013;3514.8;0.0;14716.0;32756.906;6058.236;-6551.993;26.956;19;128;[1.462, 2.046, 1.823, 1.243, 1.177];[2.188, 1.736, 1.477]
24;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;75.648;19;128;[1.462, 2.241, 1.823, 1.243, 1.177];[2.369, 1.736, 1.477]
25;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;55.424;19;128;[1.416, 2.241, 1.823, 1.243, 1.177];[2.232, 1.736, 1.477]
26;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;27.161;19;128;[1.416, 2.117, 1.823, 1.243, 1.177];[2.232, 1.736, 1.429]
27;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;35.164;19;128;[1.416, 2.117, 1.823, 1.219, 1.177];[2.232, 1.662, 1.429]
28;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;46.593;19;128;[1.416, 2.117, 1.941, 1.219, 1.177];[2.309, 1.662, 1.429]
29;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;77.262;19;128;[1.416, 2.205, 1.941, 1.219, 1.177];[2.309, 1.796, 1.429]
30;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;45.735;19;128;[1.416, 2.285, 1.941, 1.219, 1.177];[2.378, 1.796, 1.429]
31;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;26.609;19;128;[1.416, 2.285, 2.047, 1.219, 1.177];[2.44, 1.796, 1.429]
32;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;23.156;19;128;[1.416, 2.285, 2.047, 1.219, 1.159];[2.44, 1.796, 1.386]
33;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;21.955;19;128;[1.416, 2.285, 2.047, 1.219, 1.343];[2.44, 1.796, 1.547]
34;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;76.097;19;128;[1.574, 2.285, 2.047, 1.219, 1.343];[2.44, 1.916, 1.547]
35;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;33.454;18;128;[1.574, 2.357, 2.047, 1.219, 1.343];[2.496, 1.916, 1.547]
36;20131.181;480.13;3443.434;49.611;204.735;1494.616;3514.8;0.0;14713.0;32756.906;6058.236;-6567.489;23.258;18;128;[1.574, 2.221, 2.047, 1.219, 1.343];[2.346, 1.916, 1.547]
37;20599.735;493.4;3500.335;66.642;223.315;1955.999;3324.0;0.0;14650.0;33147.002;5668.14;-6879.127;42.719;18;128;[1.574, 2.221, 2.242, 1.219, 1.343];[2.511, 1.916, 1.547]
38;20339.774;480.791;3458.303;59.15;213.786;1751.68;3324.0;0.0;14649.0;33147.002;5668.14;-7139.088;32.256;18;128;[1.574, 2.221, 2.418, 1.219, 1.343];[2.66, 1.916, 1.547]
39;20339.774;480.791;3458.303;59.15;213.786;1751.68;3324.0;0.0;14649.0;33147.002;5668.14;-7139.088;77.886;18;128;[1.574, 2.099, 2.418, 1.219, 1.343];[2.66, 1.824, 1.547]
40;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;12.558;18;128;[1.817, 2.099, 2.418, 1.219, 1.343];[2.66, 1.824, 1.792]
41;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;44.991;18;128;[1.817, 2.099, 2.418, 1.197, 1.343];[2.66, 1.742, 1.792]
42;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;9.458;18;128;[1.817, 1.989, 2.418, 1.197, 1.343];[2.66, 1.742, 1.713]
43;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;6.917;18;128;[1.817, 1.989, 2.276, 1.197, 1.343];[2.66, 1.742, 1.642]
44;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;9.506;18;128;[1.817, 1.89, 2.276, 1.197, 1.343];[2.66, 1.742, 1.578]
45;20108.403;487.704;3481.345;51.583;209.198;1550.355;3252.0;0.0;14589.0;33147.002;5668.14;-7370.459;13.947;18;128;[1.817, 1.89, 2.276, 1.197, 1.309];[2.66, 1.742, 1.52]
46;20024.378;481.417;3460.391;49.532;204.738;1492.57;3253.2;0.0;14590.0;33147.002;5668.14;-7454.484;73.341;18;128;[1.817, 1.89, 2.276, 1.197, 1.578];[2.794, 1.742, 1.52]
47;19974.066;485.647;3474.49;46.177;203.318;1403.929;3277.2;0.0;14610.0;33147.002;5668.14;-7504.796;43.268;18;128;[2.035, 1.89, 2.276, 1.197, 1.578];[2.915, 1.742, 1.52]
48;19974.066;485.647;3474.49;46.177;203.318;1403.929;3277.2;0.0;14610.0;33147.002;5668.14;-7504.796;35.12;18;128;[2.035, 1.89, 2.276, 1.177, 1.578];[2.724, 1.742, 1.52]
49;19974.066;485.647;3474.49;46.177;203.318;1403.929;3277.2;0.0;14610.0;33147.002;5668.14;-7504.796;51.614;18;128;[1.932, 1.89, 2.276, 1.177, 1.578];[2.552, 1.742, 1.52]
602constructshop:True depot:False weather:True;22189.374;535.442;3642.139;83.54;244.741;2416.793;3871.2;0.0;15595.0;33082.886;5732.256;-5161.256;255.257;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;22095.159;510.16;3557.866;84.457;236.242;2432.133;4014.0;0.0;15595.0;33082.886;5732.256;-5255.471;63.846;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.3]
1;22095.159;510.16;3557.866;84.457;236.242;2432.133;4014.0;0.0;15595.0;33082.886;5732.256;-5255.471;25.145;18;128;[1.0, 1.3, 1.0, 1.0, 1.0];[1.0, 1.0, 1.27]
2;22095.159;510.16;3557.866;84.457;236.242;2432.133;4014.0;0.0;15595.0;33082.886;5732.256;-5255.471;158.513;18;128;[1.0, 1.3, 1.0, 1.2, 1.0];[1.0, 1.2, 1.27]
3;21237.605;511.968;3549.56;72.573;233.192;2120.077;3682.8;0.0;15056.0;32756.906;6058.236;-5461.065;34.109;19;128;[1.0, 1.57, 1.0, 1.2, 1.0];[1.0, 1.2, 1.543]
4;20983.094;510.605;3545.017;69.319;228.186;2030.472;3469.2;0.0;14897.0;32756.906;6058.236;-5715.576;36.618;19;128;[1.3, 1.57, 1.0, 1.2, 1.0];[1.0, 1.2, 1.789]
5;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;34.884;19;128;[1.3, 1.813, 1.0, 1.2, 1.0];[1.0, 1.2, 2.01]
6;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;26.175;19;128;[1.3, 1.732, 1.0, 1.2, 1.0];[1.0, 1.18, 2.01]
7;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;52.936;19;128;[1.3, 1.732, 1.0, 1.38, 1.0];[1.2, 1.18, 2.01]
8;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;11.917;19;128;[1.3, 1.859, 1.0, 1.38, 1.0];[1.2, 1.18, 2.109]
9;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;307.955;19;128;[1.3, 1.859, 1.0, 1.38, 1.0];[1.2, 1.162, 2.109]
10;20870.627;515.583;3561.608;67.915;229.643;1995.436;4135.2;0.0;14798.0;32756.906;6058.236;-5828.043;14.447;19;128;[1.27, 1.859, 1.0, 1.38, 1.0];[1.2, 1.162, 1.998]
11;20840.874;527.95;3602.834;60.86;229.737;1812.089;3657.6;0.0;14898.0;32756.906;6058.236;-5857.796;7.107;19;128;[1.27, 1.859, 1.0, 1.642, 1.0];[1.2, 1.162, 2.198]
12;20840.874;527.95;3602.834;60.86;229.737;1812.089;3657.6;0.0;14898.0;32756.906;6058.236;-5857.796;25.941;19;128;[1.243, 1.859, 1.0, 1.642, 1.0];[1.2, 1.162, 2.078]
13;20840.874;527.95;3602.834;60.86;229.737;1812.089;3657.6;0.0;14898.0;32756.906;6058.236;-5857.796;13.14;19;128;[1.243, 1.859, 1.0, 1.578, 1.0];[1.2, 1.162, 1.97]
14;20840.874;527.95;3602.834;60.86;229.737;1812.089;3657.6;0.0;14898.0;32756.906;6058.236;-5857.796;72.02;19;128;[1.243, 1.773, 1.0, 1.578, 1.0];[1.18, 1.162, 1.97]
15;21486.521;533.473;3633.911;73.078;243.113;2143.137;3993.6;0.0;15176.0;33147.002;5668.14;-5992.341;15.1;18;128;[1.519, 1.773, 1.0, 1.578, 1.0];[1.18, 1.162, 2.173]
16;21443.892;534.423;3637.076;71.37;240.776;2096.393;3993.6;0.0;15176.0;33147.002;5668.14;-6034.97;8.785;18;128;[1.519, 1.996, 1.0, 1.578, 1.0];[1.18, 1.162, 2.356]
17;21382.109;530.233;3623.11;69.8;237.956;2052.766;3993.6;0.0;15176.0;33147.002;5668.14;-6096.753;6.583;18;128;[1.519, 2.196, 1.0, 1.578, 1.0];[1.18, 1.162, 2.52]
18;21144.438;537.848;3648.494;62.445;238.517;1862.095;3588.0;0.0;15096.0;33147.002;5668.14;-6334.424;16.736;18;128;[1.519, 2.196, 1.0, 1.82, 1.0];[1.18, 1.162, 2.668]
19;21126.067;534.15;3636.166;58.651;236.819;1761.752;3660.0;0.0;15194.0;33147.002;5668.14;-6352.795;12.134;18;128;[1.519, 2.196, 1.0, 2.038, 1.0];[1.18, 1.162, 2.801]
20;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;5.441;18;128;[1.519, 2.376, 1.0, 2.038, 1.0];[1.18, 1.162, 2.921]
21;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;18.798;18;128;[1.467, 2.376, 1.0, 2.038, 1.0];[1.18, 1.162, 2.729]
22;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;22.435;18;128;[1.467, 2.376, 1.2, 2.038, 1.0];[1.18, 1.162, 2.756]
23;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;11.284;18;128;[1.467, 2.238, 1.2, 2.038, 1.0];[1.18, 1.162, 2.58]
24;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;96.263;18;128;[1.467, 2.238, 1.18, 2.038, 1.0];[1.162, 1.162, 2.58]
25;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;20.66;18;128;[1.467, 2.114, 1.18, 2.038, 1.0];[1.162, 1.162, 2.422]
26;21098.386;530.172;3622.907;58.438;231.913;1751.308;3660.0;0.0;15194.0;33147.002;5668.14;-6380.476;19.054;18;128;[1.467, 2.114, 1.18, 2.038, 1.0];[1.162, 1.162, 2.28]
27;20900.526;464.945;3405.485;59.613;207.166;1757.096;3636.0;0.0;15273.0;33147.002;5668.14;-6578.336;81.969;18;128;[1.72, 2.114, 1.18, 2.038, 1.0];[1.446, 1.162, 2.28]
28;20900.526;464.945;3405.485;59.613;207.166;1757.096;3636.0;0.0;15273.0;33147.002;5668.14;-6578.336;116.579;18;128;[1.648, 2.114, 1.18, 2.038, 1.0];[1.446, 1.146, 2.28]
29;20679.337;449.77;3354.899;62.369;201.068;1822.668;3374.4;0.0;15052.0;33147.002;5668.14;-6799.525;81.346;18;128;[1.648, 2.114, 1.18, 2.234, 1.0];[1.446, 1.431, 2.28]
30;20679.337;449.77;3354.899;62.369;201.068;1822.668;3374.4;0.0;15052.0;33147.002;5668.14;-6799.525;172.879;18;128;[1.648, 2.114, 1.18, 2.234, 1.0];[1.446, 1.388, 2.28]
31;20679.337;449.77;3354.899;62.369;201.068;1822.668;3374.4;0.0;15052.0;33147.002;5668.14;-6799.525;9.379;18;128;[1.648, 2.114, 1.18, 2.111, 1.0];[1.446, 1.388, 2.152]
32;20479.876;445.972;3342.24;58.541;196.588;1718.664;3636.0;0.0;14973.0;33147.002;5668.14;-6998.986;134.27;18;128;[1.883, 2.114, 1.18, 2.111, 1.0];[1.701, 1.388, 2.152]
33;20479.876;445.972;3342.24;58.541;196.588;1718.664;3636.0;0.0;14973.0;33147.002;5668.14;-6998.986;56.535;18;128;[1.883, 2.114, 1.18, 2.111, 1.0];[1.701, 1.349, 2.152]
34;20280.834;454.127;3369.424;56.442;195.784;1663.282;3540.0;0.0;14794.0;33147.002;5668.14;-7198.028;15.842;18;128;[1.883, 2.114, 1.18, 2.3, 1.0];[1.701, 1.349, 2.337]
35;20156.967;452.058;3362.527;57.394;196.14;1688.382;3373.2;0.0;14654.0;33147.002;5668.14;-7321.895;57.201;18;128;[1.883, 2.114, 1.462, 2.3, 1.0];[1.931, 1.349, 2.337]
36;20156.967;452.058;3362.527;57.394;196.14;1688.382;3373.2;0.0;14654.0;33147.002;5668.14;-7321.895;55.113;18;128;[1.883, 2.114, 1.462, 2.17, 1.0];[1.931, 1.314, 2.337]
37;20156.967;452.058;3362.527;57.394;196.14;1688.382;3373.2;0.0;14654.0;33147.002;5668.14;-7321.895;44.528;18;128;[1.883, 2.003, 1.462, 2.17, 1.0];[1.931, 1.283, 2.337]
38;20145.916;441.829;3328.429;63.4;194.247;1842.658;3183.6;0.0;14533.0;33147.002;5668.14;-7332.946;61.275;18;128;[1.883, 2.203, 1.462, 2.17, 1.0];[2.138, 1.283, 2.337]
39;20145.916;441.829;3328.429;63.4;194.247;1842.658;3183.6;0.0;14533.0;33147.002;5668.14;-7332.946;92.714;18;128;[1.883, 2.083, 1.462, 2.17, 1.0];[2.024, 1.283, 2.337]
40;20145.916;441.829;3328.429;63.4;194.247;1842.658;3183.6;0.0;14533.0;33147.002;5668.14;-7332.946;7.262;18;128;[1.883, 2.083, 1.462, 2.053, 1.0];[2.024, 1.283, 2.203]
41;20145.916;441.829;3328.429;63.4;194.247;1842.658;3183.6;0.0;14533.0;33147.002;5668.14;-7332.946;14.402;18;128;[1.795, 2.083, 1.462, 2.053, 1.0];[2.024, 1.283, 2.083]
42;20145.916;441.829;3328.429;63.4;194.247;1842.658;3183.6;0.0;14533.0;33147.002;5668.14;-7332.946;20.175;18;128;[1.795, 2.083, 1.462, 1.948, 1.0];[1.922, 1.283, 2.083]
43;20077.451;434.394;3303.647;62.161;190.227;1806.41;3183.6;0.0;14533.0;33147.002;5668.14;-7401.411;29.275;18;128;[1.795, 2.083, 1.716, 1.948, 1.0];[2.13, 1.283, 2.083]
44;20077.451;434.394;3303.647;62.161;190.227;1806.41;3183.6;0.0;14533.0;33147.002;5668.14;-7401.411;20.05;18;128;[1.795, 2.083, 1.644, 1.948, 1.0];[2.017, 1.283, 2.083]
45;19934.836;417.92;3248.734;59.729;182.233;1735.181;3183.6;0.0;14533.0;33147.002;5668.14;-7544.026;60.882;18;128;[2.015, 2.083, 1.644, 1.948, 1.0];[2.017, 1.555, 2.083]
46;19934.836;417.92;3248.734;59.729;182.233;1735.181;3183.6;0.0;14533.0;33147.002;5668.14;-7544.026;13.974;18;128;[2.015, 1.975, 1.644, 1.948, 1.0];[2.017, 1.555, 1.975]
47;19900.189;410.654;3224.512;59.729;179.074;1732.023;3183.6;0.0;14533.0;33147.002;5668.14;-7578.673;24.849;18;128;[2.015, 1.975, 1.644, 2.153, 1.0];[2.017, 1.8, 1.975]
48;19900.189;410.654;3224.512;59.729;179.074;1732.023;3183.6;0.0;14533.0;33147.002;5668.14;-7578.673;44.395;18;128;[1.914, 1.975, 1.644, 2.153, 1.0];[2.017, 1.72, 1.975]
49;19900.189;410.654;3224.512;59.729;179.074;1732.023;3183.6;0.0;14533.0;33147.002;5668.14;-7578.673;17.999;18;128;[1.823, 1.975, 1.644, 2.153, 1.0];[2.017, 1.72, 1.878]
603constructshop:True depot:False weather:True;21837.497;536.408;3642.694;57.241;237.124;1725.394;4160.4;0.0;15933.0;32936.486;5878.656;-5220.333;239.199;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
0;21837.497;536.408;3642.694;57.241;237.124;1725.394;4160.4;0.0;15933.0;32936.486;5878.656;-5220.333;172.014;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
1;21837.497;536.408;3642.694;57.241;237.124;1725.394;4160.4;0.0;15933.0;32936.486;5878.656;-5220.333;44.212;19;128;[1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0]
2;21799.917;550.034;3688.114;61.093;241.35;1829.768;3921.6;0.0;15732.0;32936.486;5878.656;-5257.913;30.31;18;128;[1.3, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.3]
3;21446.853;557.156;3711.854;63.876;246.057;1906.842;3279.6;0.0;15271.0;32936.486;5878.656;-5610.977;152.597;18;128;[1.57, 1.0, 1.0, 1.0, 1.0];[1.0, 1.3, 1.3]
4;21282.783;551.378;3692.594;65.482;245.283;1947.81;3066.0;0.0;15091.0;32936.486;5878.656;-5775.047;115.846;18;128;[1.813, 1.0, 1.0, 1.0, 1.0];[1.3, 1.3, 1.3]
5;21041.0;541.393;3659.309;62.025;236.636;1849.297;3160.8;0.0;14991.0;32936.486;5878.656;-6016.83;19.259;18;128;[1.813, 1.3, 1.0, 1.0, 1.0];[1.3, 1.3, 1.57]
6;21041.0;541.393;3659.309;62.025;236.636;1849.297;3160.8;0.0;14991.0;32936.486;5878.656;-6016.83;126.674;18;128;[1.813, 1.3, 1.0, 1.0, 1.0];[1.3, 1.27, 1.57]
7;21041.0;541.393;3659.309;62.025;236.636;1849.297;3160.8;0.0;14991.0;32936.486;5878.656;-6016.83;31.843;18;128;[1.732, 1.3, 1.0, 1.0, 1.0];[1.3, 1.27, 1.513]
8;20873.168;534.164;3635.214;56.213;230.257;1691.79;3278.4;0.0;15012.0;32936.486;5878.656;-6184.662;225.814;18;128;[1.732, 1.3, 1.0, 1.0, 1.3];[1.3, 1.543, 1.513]
9;20754.133;527.98;3614.601;55.089;227.248;1659.551;3207.6;0.0;14952.0;32936.486;5878.656;-6303.697;108.655;18;128;[1.732, 1.57, 1.0, 1.0, 1.3];[1.3, 1.789, 1.513]
10;20658.771;521.985;3594.615;52.516;224.766;1590.172;3374.4;0.0;14952.0;32936.486;5878.656;-6399.059;4.879;18;128;[1.732, 1.813, 1.0, 1.0, 1.3];[1.57, 1.789, 1.513]
11;20650.562;523.968;3601.226;56.363;227.925;1693.368;3374.4;0.0;14832.0;32936.486;5878.656;-6407.268;43.922;18;128;[1.732, 2.032, 1.0, 1.0, 1.3];[1.57, 2.01, 1.513]
12;20650.562;523.968;3601.226;56.363;227.925;1693.368;3374.4;0.0;14832.0;32936.486;5878.656;-6407.268;19.649;18;128;[1.732, 2.032, 1.0, 1.0, 1.3];[1.57, 2.01, 1.462]
13;20650.562;523.968;3601.226;56.363;227.925;1693.368;3374.4;0.0;14832.0;32936.486;5878.656;-6407.268;100.641;18;128;[1.732, 1.929, 1.0, 1.0, 1.3];[1.57, 1.909, 1.462]
14;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;35.725;18;128;[1.732, 1.929, 1.3, 1.0, 1.3];[1.813, 1.909, 1.462]
15;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;98.028;18;128;[1.732, 1.929, 1.3, 1.0, 1.27];[1.813, 1.818, 1.462]
16;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;37.131;18;128;[1.732, 1.929, 1.3, 1.0, 1.27];[1.732, 1.818, 1.462]
17;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;73.298;18;128;[1.732, 1.929, 1.27, 1.0, 1.27];[1.659, 1.818, 1.462]
18;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;48.105;18;128;[1.859, 1.929, 1.27, 1.0, 1.27];[1.793, 1.818, 1.462]
19;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;17.276;18;128;[1.859, 1.929, 1.27, 1.0, 1.27];[1.793, 1.818, 1.416]
20;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;83.602;18;128;[1.859, 1.929, 1.443, 1.0, 1.27];[1.793, 1.936, 1.416]
21;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;56.204;18;128;[1.973, 1.929, 1.443, 1.0, 1.27];[1.914, 1.936, 1.416]
22;20631.019;502.191;3528.636;59.577;220.194;1769.192;3351.6;0.0;14831.0;32936.486;5878.656;-6426.811;58.97;18;128;[2.076, 1.929, 1.443, 1.0, 1.27];[1.914, 2.042, 1.416]
